engine,arm,round,row_index,feature,gamma,prediction_gap,attribution
xgboost,direction_fixed_stale_reversal,2,437,urine_chemistry,0.19142192655547113,-0.08766210358589888,0.044901256648271014
xgboost,direction_and_reversal_fixed,2,437,duration,0.0005436776664056933,-0.08766210358589888,0.0008145996504136767
xgboost,direction_and_reversal_fixed,2,437,sex,0.0,-0.08766210358589888,-0.0
xgboost,direction_and_reversal_fixed,2,437,urinary_calcium_excretion,0.0911379686197976,-0.08766210358589888,-0.2381010589015397
xgboost,direction_and_reversal_fixed,2,437,parathyroid_suppression,0.0649078240787973,-0.08766210358589888,0.05389643434289787
xgboost,direction_and_reversal_fixed,2,437,hypercalciuria_predisposition,0.04442000352667428,-0.08766210358589888,0.08869738217551279
xgboost,direction_and_reversal_fixed,2,437,history_of_nephrolithiasis,0.17400921175599865,-0.08766210358589888,-0.1422344988769659
xgboost,direction_and_reversal_fixed,2,437,vitamin_d_inflight,0.06695627485897059,-0.08766210358589888,-0.014846494902783995
xgboost,direction_and_reversal_fixed,2,437,nutrients_risk,0.06264198391522359,-0.08766210358589888,-0.08551651422482714
xgboost,direction_and_reversal_fixed,2,437,urinary_oxalate_excretion,0.08169187354270285,-0.08766210358589888,0.0949536608575963
xgboost,direction_and_reversal_fixed,2,437,bone_formation,0.0,-0.08766210358589888,-0.0
xgboost,direction_and_reversal_fixed,2,437,bone_resorption,0.016281447078015647,-0.08766210358589888,0.01381947666253555
xgboost,direction_and_reversal_fixed,2,437,hydration_fluid_intake,0.2067729611730392,-0.08766210358589888,0.09882174829169503
xgboost,direction_and_reversal_fixed,2,437,urine_chemistry,0.19063677378437457,-0.08766210358589888,0.04203316133956671
xgboost,legacy,2,65,duration,0.0006261892187620237,-0.09081823390442878,-0.0001044487041249328
xgboost,legacy,2,65,sex,0.0,-0.09081823390442878,-0.0
xgboost,legacy,2,65,urinary_calcium_excretion,0.09787644018628514,-0.09081823390442878,-0.015554625123398298
xgboost,legacy,2,65,parathyroid_suppression,0.0,-0.09081823390442878,-0.0
xgboost,legacy,2,65,hypercalciuria_predisposition,0.0,-0.09081823390442878,-0.0
xgboost,legacy,2,65,history_of_nephrolithiasis,0.20041781941724301,-0.09081823390442878,-0.010006582374881666
xgboost,legacy,2,65,vitamin_d_inflight,0.07711793225265186,-0.09081823390442878,-0.003320317790917763
xgboost,legacy,2,65,nutrients_risk,0.07214888047342888,-0.09081823390442878,-0.005343419255695539
xgboost,legacy,2,65,urinary_oxalate_excretion,0.09408988750834485,-0.09081823390442878,-0.0011473887071825777
xgboost,legacy,2,65,bone_formation,0.0,-0.09081823390442878,0.0
xgboost,legacy,2,65,bone_resorption,0.0,-0.09081823390442878,-0.0
xgboost,legacy,2,65,hydration_fluid_intake,0.23815397802535107,-0.09081823390442878,-0.02183685925251827
xgboost,legacy,2,65,urine_chemistry,0.21956887291793314,-0.09081823390442878,-0.03350459269570973
xgboost,direction_fixed_stale_reversal,2,65,duration,0.0005459168462758089,-0.09081823390442878,-8.973492032543228e-05
xgboost,direction_fixed_stale_reversal,2,65,sex,0.0,-0.09081823390442878,-0.0
xgboost,direction_fixed_stale_reversal,2,65,urinary_calcium_excretion,0.09151332761897414,-0.09081823390442878,-0.014331882731788327
xgboost,direction_fixed_stale_reversal,2,65,parathyroid_suppression,0.06517515213376618,-0.09081823390442878,-0.005920788730945051
xgboost,direction_fixed_stale_reversal,2,65,hypercalciuria_predisposition,0.04460295085718532,-0.09081823390442878,-0.003865049563469756
xgboost,direction_fixed_stale_reversal,2,65,history_of_nephrolithiasis,0.17472588258552646,-0.09081823390442878,-0.008596946028797453
xgboost,direction_fixed_stale_reversal,2,65,vitamin_d_inflight,0.06723203962200254,-0.09081823390442878,-0.0028525816085448004
xgboost,direction_fixed_stale_reversal,2,65,nutrients_risk,0.05878140009800595,-0.09081823390442878,-0.004290096843227283
